PetID,cb_1,cb_2,cb_3,cb_4
c362cc3cd,0.3196939,0.25491276,0.22439322,0.20100011
270461683,0.12537466,0.13780966,0.19128206,0.5455336
a6bc8d1a6,0.26673672,0.26949483,0.21172728,0.25204116
94d65e361,0.32125926,0.22661382,0.22086966,0.23125726
28e14ee81,0.31072,0.3947171,0.23469305,0.059869867
e4e128c70,0.14175925,0.182099,0.2231496,0.45299214
7b25498d6,0.20615825,0.21857424,0.27746522,0.29780227
9296c9064,0.24570777,0.25339842,0.26095077,0.23994304
b129e668c,0.22830755,0.23453839,0.24276331,0.29439077
9ee7776db,0.24001849,0.2638782,0.26841003,0.2276933
c0a4d02cc,0.32127738,0.37200612,0.20873497,0.09798153
4040a04bb,0.2383472,0.42891058,0.20601748,0.12672475
0fb548aac,0.20894702,0.23216814,0.30784878,0.25103608
3697f94e1,0.19544746,0.20652924,0.25067422,0.34734908
b586e1ea4,0.0675647,0.14371505,0.32265377,0.46606648
00a1f270a,0.23130792,0.23753193,0.24820192,0.2829582
3eaa698d3,0.08901379,0.1259665,0.16501637,0.62000334
f86c83084,0.24312168,0.26536185,0.26340553,0.22811094
1c9a90078,0.38890797,0.29194668,0.20222348,0.11692189
9fab4e65f,0.3007707,0.37973914,0.22232608,0.097164094
e128e9022,0.3930738,0.39332867,0.15020324,0.063394286
b43155295,0.28634614,0.2646309,0.23628564,0.21273728
6c1fa0fdb,0.17401035,0.18755805,0.21971144,0.41872016
71eac2c5e,0.23807298,0.24208143,0.2542665,0.26557907
6b3614a92,0.22328074,0.23406255,0.30481443,0.23784228
b24b7d23e,0.29459617,0.2411806,0.22503808,0.23918515
45afc38e4,0.3204025,0.25931054,0.22337356,0.1969134
886debfe8,0.21498825,0.24647987,0.30706355,0.23146833
511b4a044,0.21148483,0.22116159,0.2873127,0.2800409
