PetID,pred_0,pred_1,pred_2,pred_3,fold
39944ac3f,0.03535583,0.12742315,0.25234523,0.58487576,0
39e0cc98e,0.5104899,0.28409722,0.13350205,0.07191087,0
39e9ecb70,0.471226,0.32502463,0.16740504,0.03634435,0
3a0e3b527,0.2545002,0.2961397,0.20629859,0.24306154,0
3a4178fe9,0.086566396,0.24103375,0.3129866,0.3594132,0
3ad53090d,0.14498459,0.23026204,0.35405806,0.27069533,0
3afe6f1fc,0.046317566,0.11391797,0.24325013,0.5965143,0
3b1391dda,0.099429026,0.20405385,0.32976553,0.36675164,0
3b1976326,0.0951236,0.54744726,0.29218972,0.065239415,0
3b2a0338e,0.42160377,0.42556605,0.12444633,0.028383814,0
3b2b69d20,0.20337158,0.3621102,0.29283145,0.1416868,0
3b3ce72d1,0.08449053,0.2776361,0.29686642,0.34100693,0
3b901ae31,0.23585707,0.37192434,0.27750137,0.11471723,0
3bb43df82,0.33631197,0.36566442,0.13277903,0.16524458,0
3bb5061e6,0.3240833,0.34114185,0.18593717,0.1488377,0
3bc0357ce,0.3356094,0.43868545,0.14077121,0.08493397,0
3bc3e9db2,0.27793437,0.3213019,0.17703845,0.22372532,0
3bedb1ef9,0.06336958,0.16704054,0.2580438,0.51154613,0
3bef65169,0.32010442,0.36457896,0.1641905,0.15112615,0
3c1370c6a,0.270287,0.32656536,0.18087973,0.22226794,0
3c2a1ed3b,0.14129095,0.28137624,0.3132532,0.26407963,0
3c6f9a4e7,0.43823385,0.37478805,0.14841364,0.038564496,0
3c7dd9982,0.16470407,0.44588274,0.28995842,0.0994548,0
3c97d1670,0.21395756,0.4426684,0.24797499,0.09539904,0
3cc84c2f8,0.21864617,0.386784,0.28731346,0.10725637,0
3cf8487d4,0.26616725,0.36035702,0.2850758,0.0883999,0
3d13aab91,0.23273134,0.35838282,0.23882663,0.1700592,0
3d1d0f102,0.1079108,0.47080714,0.32550037,0.09578165,0
3d9b4bdc1,0.17489997,0.32604685,0.2811339,0.21791933,0
3de1de812,0.07260332,0.51251286,0.31517878,0.09970498,0
3e242ed8c,0.10978532,0.2562393,0.18333918,0.4506363,0
3e2c46391,0.10751487,0.2393909,0.272959,0.38013524,0
3e463e29e,0.2152142,0.4897209,0.23021705,0.064847805,0
3e82e76cb,0.3128597,0.45503622,0.16747284,0.06463122,0
3ea49aa4f,0.44297037,0.32985538,0.119962774,0.10721149,0
3ec367f79,0.088324055,0.44572222,0.319436,0.14651771,0
3ee76f8a2,0.112811916,0.3783311,0.31648567,0.19237131,0
3f169c299,0.14299172,0.4301174,0.30547848,0.1214124,0
3f2d1ff6c,0.12774144,0.38501412,0.35442042,0.132824,0
3f5f5782f,0.08577401,0.22149056,0.18531471,0.5074208,0
3f834da3b,0.13333595,0.36699,0.31349397,0.18618011,0
400a15912,0.07406652,0.33372682,0.3193836,0.27282307,0
4082acebb,0.17786789,0.2029642,0.3529075,0.2662604,0
40843af1e,0.1843277,0.319133,0.34061018,0.15592907,0
409d5bc3d,0.15679647,0.27686188,0.25332007,0.31302163,0
40b31be60,0.08024572,0.39811754,0.41496688,0.10666992,0
4175a27e1,0.07317284,0.25233066,0.17705652,0.49743998,0
417c109aa,0.071899004,0.37721866,0.27937457,0.27150774,0
418a25e6b,0.20023012,0.31809735,0.25988206,0.22179043,0
41b98eea2,0.12046505,0.5037091,0.31621042,0.0596154,0
41bbdb352,0.10792825,0.45480072,0.33198676,0.10528427,0
41ce762ce,0.06596536,0.21724032,0.38139728,0.33539703,0
41e4cc1de,0.098119706,0.3626708,0.27957332,0.25963616,0
428877021,0.095348604,0.46781754,0.3431856,0.09364822,0
428fd4ef7,0.15714222,0.39790308,0.3185305,0.12642421,0
42e7de7c0,0.05888958,0.20294987,0.20219792,0.53596264,0
4331ce278,0.23414278,0.4149739,0.19468403,0.15619925,0
43b277272,0.061324287,0.23116791,0.4319794,0.27552846,0
43b6e3f2a,0.1688336,0.3462193,0.21058013,0.27436697,0
43c661026,0.21294254,0.44524404,0.22902404,0.112789415,0
4427541c0,0.077842884,0.2269063,0.4058329,0.28941795,0
442f853b2,0.033380177,0.1708405,0.32698667,0.46879262,0
44594e996,0.30504742,0.43875667,0.16248454,0.09371133,0
445c703ff,0.39405218,0.33930334,0.15862377,0.108020686,0
44a541574,0.12737639,0.33646536,0.29275626,0.24340199,0
44bc5f67c,0.2206588,0.43681613,0.19864789,0.1438772,0
44da8c2a0,0.10832033,0.42188832,0.2908933,0.17889799,0
451d64f26,0.1174189,0.31809402,0.38797045,0.17651665,0
4525391a7,0.075840116,0.15539107,0.24689011,0.52187866,0
453cf6271,0.5132752,0.32200164,0.1157367,0.048986472,0
456c7a365,0.41700685,0.35398778,0.15115125,0.0778541,0
457de178d,0.4411738,0.2989633,0.16013722,0.099725686,0
45904d2be,0.11104902,0.529668,0.29190356,0.06737944,0
459729cda,0.22683573,0.34325868,0.19039546,0.23951013,0
45c718348,0.12956136,0.44000325,0.30988002,0.1205554,0
45ea16ef8,0.41194448,0.33053884,0.15675382,0.10076285,0
463be5788,0.2385473,0.34503677,0.19880164,0.21761428,0
46518b224,0.1220089,0.22792071,0.20635843,0.4437119,0
467614705,0.08704879,0.19612582,0.24611469,0.47071072,0
467faacc0,0.18720452,0.2976623,0.17578287,0.33935034,0
469894776,0.062237542,0.2577332,0.2887104,0.39131892,0
469aab50e,0.32620937,0.32744762,0.2126326,0.13371041,0
46b9595d0,0.020446349,0.07846007,0.22706945,0.67402416,0
46c5fd256,0.063115515,0.39003032,0.3709244,0.17592977,0
47d68f63c,0.022463474,0.09820361,0.2201438,0.65918916,0
480f33a74,0.62426466,0.28610215,0.06678791,0.02284527,0
48317c9e5,0.33688015,0.33489951,0.21050492,0.117715396,0
4891fdacd,0.026441505,0.084216155,0.2762031,0.61313933,0
48dd9f35f,0.32212776,0.31580752,0.12608244,0.2359823,0
49303270e,0.4282207,0.34666097,0.12831397,0.09680435,0
49a832741,0.046946805,0.23730756,0.34424496,0.37150067,0
49f6a8909,0.022433048,0.113920346,0.42758518,0.43606135,0
4a2ecd24c,0.29954213,0.36900795,0.21357763,0.117872305,0
4a6fea502,0.11880565,0.37008637,0.30456972,0.20653822,0
4a8ac8bff,0.33959067,0.36345798,0.13656358,0.16038775,0
4a91d273b,0.117221035,0.2104249,0.18963385,0.48272026,0
4a9793dfb,0.15756068,0.47403744,0.23196065,0.13644116,0
4acf3e30e,0.15087913,0.432119,0.25073296,0.16626893,0
4ae940ec2,0.05689303,0.22812533,0.38845086,0.32653075,0
4b8b0a817,0.07129,0.47567415,0.37940904,0.07362677,0
4b9f45715,0.08887037,0.25338173,0.47265005,0.18509781,0
4bb0c8226,0.033874348,0.16957164,0.2613796,0.5351744,0
4c26cf05d,0.047130216,0.18339014,0.42302608,0.34645352,0
4c3a2c536,0.08575523,0.16566834,0.33109137,0.41748506,0
4cc70e613,0.11004824,0.5108127,0.25900078,0.12013831,0
4ce0b81f5,0.27752736,0.34382167,0.19637586,0.18227512,0
4d20f6163,0.0046589756,0.021580003,0.07984946,0.89391154,0
4d649e887,0.20489642,0.3529405,0.20271869,0.2394444,0
4d767b639,0.3855947,0.38233355,0.16058259,0.071489155,0
4d76c16ab,0.17189999,0.38668585,0.3339467,0.10746745,0
4e1034525,0.2820988,0.3052628,0.1846006,0.22803776,0
4e2440e26,0.16737713,0.37766334,0.22564133,0.22931826,0
4e290a43a,0.21675782,0.44873753,0.24666777,0.08783689,0
4e774a9c7,0.38172382,0.38114393,0.16043773,0.0766945,0
4ea111bbe,0.2912536,0.45167765,0.19555007,0.06151869,0
4ea31a03a,0.028500611,0.08266496,0.24587195,0.64296246,0
4ea7c5d48,0.053177536,0.13961418,0.3617556,0.44545263,0
4f66fa0c3,0.18571247,0.31910878,0.28213003,0.2130487,0
4f7fc967a,0.017415924,0.07037487,0.19403338,0.7181758,0
4ff447944,0.06767772,0.22941425,0.43429723,0.26861075,0
5009ff19c,0.24290736,0.341214,0.26286727,0.15301137,0
504e4ec84,0.26001015,0.32570383,0.21793823,0.19634782,0
50cbc6c8f,0.0758578,0.4433201,0.3195421,0.16127995,0
512bf1e8a,0.18285914,0.35789013,0.29693988,0.16231084,0
5149bb7f8,0.43983957,0.31749794,0.13802427,0.10463822,0
515d9508a,0.09420911,0.49025357,0.31815422,0.097383164,0
5181f9924,0.10842186,0.19143721,0.17282262,0.5273183,0
51c72aa92,0.47815782,0.3159125,0.118792474,0.08713722,0
51d3a70bf,0.4591769,0.3782952,0.13246177,0.03006611,0
5250b8bc3,0.1655325,0.3572693,0.17590582,0.3012924,0
52d65015d,0.23516433,0.59097034,0.14392845,0.029936863,0
5366eff00,0.11959485,0.43879604,0.34184176,0.09976739,0
53895ad35,0.22151813,0.27946606,0.19198564,0.30703017,0
53964c5d0,0.07895447,0.2274145,0.3105829,0.3830481,0
53b996932,0.1724758,0.40427613,0.33851045,0.0847376,0
53bcfd67d,0.35384333,0.339898,0.15347399,0.15278472,0
53f3e56a3,0.17859486,0.32882798,0.25352338,0.23905376,0
53fba6573,0.040004738,0.16427003,0.32654855,0.46917668,0
5457a593a,0.102341324,0.12676644,0.18786544,0.58302677,0
546a913cc,0.103190795,0.33484745,0.29766327,0.26429844,0
54791dc58,0.17634659,0.39759347,0.27670062,0.14935933,0
54b6c1d72,0.14071937,0.29354015,0.17728892,0.38845158,0
55c23ed2e,0.3083717,0.295561,0.16695912,0.22910817,0
564356241,0.015647665,0.09213013,0.12801833,0.76420385,0
567c1ab71,0.03922496,0.17522,0.36140466,0.42415038,0
5698c00e2,0.30170614,0.3454582,0.1487844,0.20405123,0
56e91b142,0.13788933,0.26862362,0.36561668,0.22787046,0
