PetID,pred_0,pred_1,pred_2,pred_3
0aa767c04,0.15473974,0.2611526,0.17502931,0.40907836
859b2a95b,0.19232361,0.23230256,0.19709119,0.37828264
6cbbe5cd9,0.17815016,0.2785576,0.14328817,0.40000406
f928a7e7f,0.14668156,0.23099968,0.16054605,0.4617727
28bafb2ee,0.13924348,0.44188,0.3066373,0.11223926
7667378df,0.17409049,0.2356803,0.19010878,0.40012044
da7895cbd,0.2298091,0.25992537,0.21880688,0.29145864
e08649ba2,0.0980222,0.16419496,0.19882469,0.53895813
117a7da85,0.14761455,0.22917,0.16398993,0.45922554
158a55025,0.18264213,0.2873179,0.25420633,0.27583364
018e4d193,0.14130762,0.23698485,0.23490107,0.38680646
b4fb9949b,0.24834746,0.34075284,0.19048986,0.22040986
f5cb16efb,0.11468592,0.37313917,0.13926458,0.37291035
199277f1a,0.29184255,0.2926468,0.15418461,0.26132604
9f9bfa4d9,0.11487182,0.21258363,0.21680066,0.45574388
8ecb9aab0,0.16988717,0.28393903,0.3443947,0.2017791
be5595abb,0.215194,0.2894202,0.26349592,0.23188989
24dbfaf39,0.256776,0.2783491,0.17548624,0.28938866
43021e4ed,0.20657861,0.30804244,0.16821587,0.31716308
7374edef0,0.109742664,0.24218751,0.27769056,0.37037927
2fcbb6376,0.054700848,0.1709539,0.11904553,0.6552997
a9c968c38,0.1301282,0.16491683,0.3244964,0.3804586
2d8db1c19,0.08763459,0.16208574,0.25524765,0.495032
d03356a0e,0.21255262,0.34238884,0.16124138,0.28381717
9dfd5312c,0.20656317,0.22509894,0.16272914,0.40560874
96d7ed5de,0.13425374,0.29765803,0.24914439,0.31894383
3d011c364,0.17706983,0.24268192,0.21043384,0.3698144
74cd0ff66,0.16800871,0.28361684,0.17420521,0.37416923
24bbd04ce,0.29767928,0.24897403,0.13767013,0.31567657
1117a135d,0.28242102,0.19776054,0.18552099,0.33429745
69975d223,0.20024665,0.38032565,0.16617696,0.25325075
2ad6c7675,0.21982962,0.2943837,0.14804442,0.33774224
f2472c8dd,0.11677324,0.15843701,0.11433754,0.61045223
a22daaa5f,0.148768,0.29100648,0.19304363,0.3671819
1246bed4f,0.075783126,0.08038279,0.07366144,0.77017266
f680cd37a,0.1898287,0.24513045,0.18109082,0.38395002
6185f59bf,0.25302383,0.28072184,0.17570816,0.29054615
128b247b8,0.22887237,0.32156786,0.105437264,0.3441225
3161fe0f4,0.090545684,0.29831323,0.48783675,0.12330433
0133b2a29,0.18465771,0.289241,0.19812576,0.32797557
8b636912d,0.12397045,0.23691899,0.18488422,0.45422634
b833f9624,0.16540463,0.28749686,0.27460724,0.27249128
34090e9d6,0.1787665,0.28701273,0.17541246,0.3588083
c7eac7b01,0.3138201,0.23363863,0.26985857,0.1826827
e6335f2ee,0.15346327,0.20422256,0.18909355,0.4532206
7e250a5f1,0.18317159,0.31722257,0.18495715,0.3146487
480f33a74,0.28707033,0.17222759,0.10275875,0.43794334
454aa9e20,0.19745721,0.32304582,0.14698118,0.3325158
157e3e074,0.1797663,0.28972134,0.16945738,0.361055
dbaacc7e8,0.14051096,0.1720379,0.31097752,0.3764736
251bace70,0.22035874,0.3371294,0.13630089,0.30621094
c0b3f2081,0.14752933,0.24506235,0.19019634,0.41721198
0af685a60,0.22052768,0.20128244,0.21789177,0.3602981
01f4746ef,0.24098441,0.22661388,0.33218172,0.20022
bb9a64e6f,0.13634531,0.2959059,0.28656334,0.28118545
8d0f353e2,0.15666243,0.2857377,0.15871571,0.39888418
f247a5242,0.11836555,0.3702196,0.33494124,0.17647362
49d4a0adf,0.093723014,0.25750265,0.21315339,0.43562093
7e3c6f81d,0.13798663,0.26257017,0.31368965,0.28575355
9c680abbe,0.13380663,0.19553566,0.21767138,0.45298633
67c9d22df,0.19917428,0.33927032,0.18791078,0.2736446
0090eb457,0.16902706,0.2587682,0.19613361,0.37607113
0b6064845,0.07986609,0.10772448,0.09867837,0.71373105
1f6fe20fc,0.16786227,0.2666876,0.2639711,0.30147907
2cde24ccc,0.24344589,0.28572372,0.24481495,0.22601545
c222a4955,0.29486945,0.28841665,0.17104103,0.2456729
65470d9c0,0.1300592,0.21329044,0.25407282,0.40257755
c00b7ba5d,0.1854614,0.26306933,0.21329503,0.33817422
683f1dfd8,0.15770172,0.25868645,0.18993515,0.39367667
8813e5e4d,0.13414998,0.17637062,0.18212797,0.5073514
10e26690b,0.1676101,0.29211017,0.14868917,0.39159057
b6f1e40a5,0.2509933,0.2584283,0.075156264,0.41542214
7b052d37d,0.17349787,0.16143425,0.32714355,0.33792433
5dc7d3dc7,0.13172896,0.22777319,0.35742128,0.28307655
c7c99d389,0.16962296,0.23258375,0.10232695,0.49546635
d2f216860,0.2527507,0.32083282,0.18348326,0.24293323
d605cb217,0.14910835,0.2601737,0.15405315,0.4366648
9d4e91ab0,0.12343819,0.17441845,0.1982563,0.50388706
9942bce62,0.12210876,0.16059667,0.17507918,0.5422154
e0667be3b,0.23010355,0.22230966,0.17515458,0.3724322
c0ca6dd73,0.2206232,0.34447002,0.14431958,0.2905872
4fcd7cfe0,0.16877678,0.26958615,0.1590201,0.40261698
9625d0998,0.2396471,0.18701535,0.1472284,0.42610914
8773f250c,0.24357036,0.31466198,0.16119567,0.280572
b2876d101,0.124946006,0.29544997,0.18880582,0.3907982
8988d22a5,0.15254205,0.22501105,0.12231214,0.50013477
cbf20c4b0,0.09535279,0.19402117,0.2573106,0.45331544
89e43a001,0.25745317,0.2781313,0.20384774,0.26056778
085c9be4a,0.19382031,0.34536806,0.31305036,0.14776129
e50570999,0.12034108,0.3647371,0.27926835,0.23565347
8a464e436,0.20965084,0.21122155,0.16899261,0.410135
da8d56dff,0.13614959,0.20110945,0.17488393,0.487857
e08e93f16,0.1864104,0.353233,0.17554018,0.2848164
db23b96cb,0.09132384,0.31479937,0.35365534,0.24022143
bb78d1aa5,0.14633204,0.37488556,0.1589641,0.31981832
29aa0b74b,0.08655804,0.14435007,0.2481485,0.5209434
7395053bc,0.14788556,0.2067424,0.20791525,0.4374568
7413a61ae,0.25629133,0.25307113,0.1575042,0.33313334
9abb10f2f,0.13338904,0.2462669,0.19772016,0.42262393
58e2cf3d9,0.15980451,0.23576412,0.15642168,0.4480097
a0cc9df12,0.19673836,0.41915923,0.19465514,0.18944728
ba4f42314,0.14042492,0.19713683,0.23152706,0.43091118
f829fad2b,0.21513042,0.32393783,0.23035927,0.23057248
df0a5e6c5,0.19107142,0.25275844,0.17983724,0.37633288
3c30c4a49,0.14522229,0.16365899,0.17405471,0.517064
5181f9924,0.22145215,0.22489929,0.19603753,0.35761103
97c13bdf2,0.22522968,0.3487512,0.12751769,0.29850146
fa1badbb7,0.17666292,0.19071877,0.27585173,0.35676658
d29d34cfe,0.25963768,0.28211957,0.25676456,0.2014782
abc69ab7f,0.13706666,0.21414414,0.1888826,0.45990658
4fc9dee58,0.17843719,0.26590508,0.21503676,0.34062096
6668ff629,0.19013296,0.30841902,0.15445197,0.34699604
a4ade8bb2,0.1675679,0.3464748,0.3693229,0.116634384
f9d566df8,0.19912061,0.33437008,0.07663907,0.38987026
8b85a3893,0.22302392,0.2163593,0.14359292,0.41702387
7e3d0e3f0,0.15877385,0.18293731,0.21353208,0.44475675
9f4a72311,0.12683392,0.44598532,0.20134379,0.22583699
f15a31a01,0.1756046,0.262891,0.16164534,0.39985907
c1f738966,0.17259118,0.3419035,0.27595654,0.20954877
66064ba80,0.14707303,0.3145271,0.35693398,0.18146588
392cb224a,0.34696752,0.27470887,0.20789993,0.17042369
f205876aa,0.22486602,0.28824615,0.1565124,0.33037543
3740bcc5d,0.10527311,0.48418626,0.18530619,0.22523443
ba392c802,0.18109588,0.19679508,0.1629835,0.45912555
6b685abae,0.1238846,0.17044565,0.22024867,0.48542106
8b8489a24,0.19387999,0.36739057,0.24553587,0.19319357
6c5b48801,0.29404932,0.36223724,0.17139576,0.17231768
28dc83755,0.2319817,0.28671816,0.18801713,0.29328302
45fd43894,0.2368796,0.34482786,0.15193214,0.2663604
160dcaec8,0.37806958,0.22863466,0.17861862,0.21467714
0c200f7a6,0.20116657,0.2254325,0.11973326,0.45366764
3d9784a88,0.15566456,0.21487696,0.18234998,0.4471085
eff316e87,0.18415107,0.24076365,0.0994226,0.47566268
5ffd4e822,0.16437326,0.22873992,0.29807267,0.30881417
83703d7e0,0.27540496,0.32456255,0.17421219,0.22582032
84c1afe03,0.13019846,0.21919827,0.23297338,0.4176299
b912b1114,0.037531856,0.5255869,0.3090863,0.1277949
14e52bdaf,0.13354817,0.22517504,0.15436387,0.48691294
9cf32e2a6,0.17314771,0.22856656,0.17130752,0.42697823
1377d2c0e,0.124856375,0.29111832,0.27595362,0.30807167
b859b9fa0,0.17165056,0.2607337,0.15303054,0.4145852
843738a2a,0.07801896,0.40982896,0.21131873,0.30083334
c8d2ed523,0.19119796,0.19934623,0.18331224,0.42614356
6d5afdb0f,0.17004444,0.22995625,0.07877085,0.52122843
2d06250ab,0.1325372,0.2961964,0.31423303,0.25703335
823d5bd7e,0.12835813,0.6043375,0.15711066,0.11019368
fed799a78,0.07801896,0.40982896,0.21131873,0.30083334
4a56df934,0.27975157,0.29057226,0.21687847,0.21279772
85094deda,0.25358033,0.24649365,0.33558443,0.16434157
4a0d03a9f,0.11337402,0.11631452,0.21865506,0.5516564
f506d3fd2,0.3278428,0.27234238,0.20109338,0.19872145
bc4e5abfd,0.18414503,0.6276389,0.10463478,0.08358133
e7b3f752a,0.16538984,0.2558604,0.269556,0.3091938
c20aa0352,0.12627606,0.21824984,0.12239438,0.53307974
655eaa578,0.19094695,0.36030275,0.20662752,0.24212278
21178f3b0,0.18821163,0.288626,0.20605165,0.31711075
d18d572dd,0.2919223,0.19074409,0.15572575,0.36160788
002278114,0.08200041,0.6686198,0.12512307,0.12425671
62f87187d,0.23066974,0.29738402,0.18364295,0.2883033
930dcdef6,0.2504426,0.2715605,0.14095195,0.33704495
2f346ac72,0.18207414,0.47540882,0.12624353,0.21627349
88bc9864c,0.17222707,0.25179237,0.21425372,0.36172685
ae64cc2e7,0.11090763,0.095904075,0.11994115,0.67324716
cfc3e65de,0.4278818,0.3168671,0.1383732,0.1168779
69d95bc54,0.16861543,0.4439303,0.11830099,0.2691533
aef2fa931,0.14519478,0.2598596,0.16779166,0.42715394
0cf709a59,0.16219819,0.17904475,0.0911667,0.56759036
375a0eb3c,0.18937773,0.16239221,0.11795769,0.53027236
1d79d37b3,0.20616283,0.28058106,0.23695846,0.27629766
e15b26ed8,0.22404657,0.3460096,0.21153088,0.21841295
bddd63050,0.2512565,0.332148,0.21378495,0.20281057
5bb4cc5d3,0.10469641,0.26074517,0.25419432,0.3803641
b96d69dc8,0.24285029,0.26346603,0.19165362,0.30203003
e28bad751,0.15524866,0.25058776,0.22712338,0.36704022
b188b50cd,0.15613115,0.2084814,0.16078497,0.4746025
f8619af42,0.15574443,0.2690476,0.15551366,0.4196943
4d20f6163,0.13108023,0.38018167,0.26438594,0.22435218
1fe561ed9,0.19347788,0.21368048,0.12614454,0.4666971
798ff640c,0.17784588,0.2793781,0.20801607,0.33475998
938bcb826,0.18654874,0.22065027,0.16371253,0.42908844
85587ad13,0.17605007,0.17303744,0.34922764,0.30168483
f5dc70d35,0.34774277,0.14557989,0.07633684,0.4303405
b2f21fe63,0.15877636,0.22144334,0.12515832,0.49462196
091a5da01,0.16628209,0.22415997,0.23248614,0.3770718
7d2fe6bb6,0.21626486,0.19956319,0.20635517,0.37781677
bd2f5699b,0.18371715,0.25391912,0.23770647,0.32465726
3ad53090d,0.08947081,0.21481131,0.14859371,0.54712415
207d61997,0.17216545,0.16597489,0.20623773,0.45562193
924373704,0.16254723,0.31394702,0.3653047,0.15820102
e0d18f038,0.29983804,0.31720948,0.2759587,0.10699381
1b1a68a60,0.16334152,0.24368323,0.15508875,0.43788648
a80687cf1,0.1711443,0.22567862,0.16927424,0.43390283
8660ad37b,0.12556863,0.405996,0.37974253,0.08869286
23b3f793e,0.14783576,0.31043565,0.3437614,0.19796719
a3d4585c2,0.17707127,0.21191283,0.063323125,0.5476928
bf2f87f17,0.10018428,0.18853265,0.17780401,0.5334791
d19f035bc,0.16913733,0.28490683,0.3066328,0.23932303
2a6bb49f5,0.18203215,0.26561725,0.17015214,0.38219845
4574e3de4,0.19035912,0.24437219,0.16311392,0.40215477
cccd16111,0.20261167,0.31827536,0.13127749,0.34783548
18553e89b,0.08968892,0.63004774,0.20252644,0.077736944
2256216b1,0.21488187,0.3161213,0.16514853,0.3038483
53037f091,0.17226462,0.24584103,0.22130631,0.36058804
10836809d,0.1821904,0.5094003,0.19661468,0.11179458
a906ff5f5,0.120894484,0.24867553,0.20916872,0.42126128
331c0bbf3,0.159301,0.22772074,0.16884859,0.44412968
03f0fc32f,0.11828292,0.1637602,0.22477624,0.49318063
49f3710f9,0.103933774,0.17000882,0.3425406,0.3835168
f6c3b531d,0.28605977,0.23637022,0.1971766,0.28039342
e8e461026,0.32876483,0.24575268,0.14468688,0.28079563
a39ad6dc7,0.271633,0.3492227,0.19218813,0.1869562
b09fa9385,0.11213048,0.29901427,0.28186277,0.30699247
8cb067b2f,0.27571392,0.26758793,0.23430662,0.22239153
d52f229d1,0.16322446,0.3158896,0.15404405,0.36684188
849ce39d4,0.15033263,0.21092615,0.18569112,0.4530501
541400630,0.18431436,0.26536927,0.14611427,0.4042021
919820452,0.14460124,0.23425776,0.13186449,0.48927653
302eb3771,0.083215244,0.21315143,0.53392863,0.16970469
c9cab5e67,0.43619263,0.36498618,0.11271573,0.08610546
d8e7caaff,0.24369268,0.4119451,0.20845559,0.1359066
66faa15c8,0.151991,0.2629836,0.17870104,0.40632436
7cfb6fe9c,0.32905045,0.2628959,0.09656679,0.31148684
01928bd13,0.17676985,0.3305436,0.18823269,0.30445385
4f66fa0c3,0.29596007,0.21486369,0.179697,0.30947924
b5295b0e2,0.25742233,0.25466776,0.17774811,0.3101618
92f84c5b7,0.1747772,0.15465514,0.22770861,0.44285905
58e24d608,0.28091785,0.2529183,0.15133694,0.31482694
ec40d007f,0.1939209,0.25943613,0.35901645,0.18762651
225f72952,0.21471018,0.3053165,0.20333295,0.27664036
2259cf6f8,0.26046324,0.31615996,0.106395945,0.31698084
fab063ed4,0.2091626,0.24077381,0.20640336,0.34366024
48317c9e5,0.21495642,0.41981286,0.1434383,0.22179243
846ca7805,0.15850152,0.2024072,0.11927621,0.5198151
c3106dcd5,0.19371012,0.25412402,0.14723179,0.40493408
eb64e3d68,0.22152865,0.3311592,0.19300434,0.2543078
d899c9ef7,0.16142447,0.23973528,0.1896674,0.40917286
bce0e17b9,0.44539353,0.28044125,0.11690566,0.15725955
fc3fbbb99,0.20165294,0.28067616,0.19935912,0.31831178
0adebbf21,0.15583968,0.32747686,0.20014365,0.3165398
8cce291a9,0.25371546,0.2840815,0.09834318,0.36385986
ff4d9a3c6,0.18913694,0.27637967,0.12386377,0.41061962
0497c5ed8,0.24574816,0.23017006,0.11063509,0.4134467
105c28771,0.18980025,0.25516844,0.13128549,0.42374584
5afa2e561,0.14077164,0.22065187,0.23726907,0.4013074
d5c4ef4c0,0.17422977,0.43228963,0.17404787,0.21943274
50fc25dbe,0.115855224,0.22797875,0.28114104,0.37502497
f7999c9bf,0.20415877,0.3109013,0.26138836,0.22355156
7a3471df7,0.31040937,0.18177985,0.09618045,0.41163033
e129ff4a1,0.35291636,0.36668724,0.1847735,0.09562289
b00e4262e,0.16354434,0.2483972,0.19707207,0.39098638
4f45bb293,0.29831874,0.26863766,0.25440186,0.17864172
776354931,0.16109665,0.23291764,0.20778316,0.39820257
aa2a3d9c7,0.1235833,0.43156636,0.17303653,0.2718138
e1d86f0b6,0.21715716,0.4893106,0.13141136,0.16212091
ebcdfedd2,0.1955424,0.24495648,0.21546385,0.3440373
a554dbeca,0.17365503,0.29219446,0.18417269,0.34997782
4f7bfcb68,0.22520126,0.3280917,0.17549817,0.27120885
cdd815db9,0.104882985,0.31027192,0.15829226,0.42655286
3f5f5782f,0.33035383,0.13425542,0.06930232,0.4660884
b549fd8be,0.19455254,0.22926272,0.2829198,0.29326493
47dda9537,0.16314468,0.22896874,0.2105966,0.39729
f895c20f3,0.16399321,0.36611667,0.20201351,0.2678766
a963a6979,0.16253982,0.22690007,0.24405,0.36651012
70112a1b9,0.20812903,0.37372583,0.20671788,0.21142726
363e8df66,0.20100567,0.32583213,0.36579955,0.10736264
f0137d4e3,0.11739341,0.30657494,0.21036145,0.36567017
ddd7cc601,0.17309543,0.25197884,0.18338807,0.39153767
04f8947f3,0.25120398,0.24521525,0.12398494,0.37959582
16eefbec7,0.14125594,0.260794,0.09176118,0.50618887
e54ee8e55,0.20505434,0.2617036,0.18934298,0.34389907
001b1507c,0.58298105,0.22782551,0.0934024,0.09579102
42dd3f3ff,0.3959981,0.33619305,0.13764441,0.13016443
a6e7b6870,0.15389849,0.36675242,0.23310319,0.24624592
6fc1c066e,0.1843889,0.1895304,0.25600675,0.37007394
eea30b615,0.25479713,0.32201922,0.22355418,0.19962947
88666f74e,0.15596817,0.36239183,0.32781872,0.15382127
09e39377f,0.17425567,0.19472128,0.2789689,0.35205415
69a1b02f6,0.17982438,0.3652818,0.186911,0.2679828
00f3a3993,0.17363697,0.25138527,0.32628724,0.24869049
111748c15,0.20281547,0.39966938,0.28409532,0.11341982
faec94482,0.2640372,0.22417492,0.20582145,0.30596644
a89005005,0.2040252,0.3118185,0.21026811,0.2738882
90bc90da2,0.26443413,0.32739422,0.14162521,0.26654646
c42cf01ba,0.27047247,0.31499994,0.21479687,0.19973071
10bbe5ea4,0.1773638,0.31663987,0.20876142,0.2972349
6d7e560d9,0.23979987,0.35851493,0.15945111,0.24223407
9572f7e6b,0.37325954,0.22315444,0.15284432,0.2507417
7959e3491,0.25476548,0.2261413,0.24019392,0.2788993
58805776d,0.21076524,0.19552983,0.15061842,0.4430865
9fdb3a2a2,0.5637888,0.17315716,0.13257948,0.13047457
1c7d56a42,0.18409923,0.18216519,0.18706644,0.44666913
5027f31e5,0.2430659,0.19097032,0.22234535,0.34361842
8ced67d36,0.3352416,0.24295844,0.20691445,0.2148855
cf9bc2dc8,0.15933189,0.2686669,0.25766072,0.3143405
a79983c71,0.16376247,0.2801424,0.29664567,0.25944948
15f89f939,0.16935892,0.27425477,0.22544594,0.33094037
61f95d269,0.23903874,0.25894317,0.18904893,0.31296915
1bb0600a7,0.072584644,0.31174034,0.55110353,0.064571455
8019d0c63,0.19690426,0.32250622,0.22963302,0.2509565
40d7cb083,0.27860588,0.3807922,0.174659,0.16594292
188f8b07e,0.07257072,0.28955385,0.33875972,0.29911572
ec7ebdb47,0.1293643,0.66054374,0.15861627,0.051475655
da8cfd914,0.1547545,0.2196893,0.21083371,0.4147225
2398599fc,0.14436258,0.2865199,0.18448852,0.38462898
63a1fb887,0.19312817,0.1869755,0.18485774,0.43503863
81da09ea9,0.17216724,0.17172223,0.2392344,0.4168761
360dcecb1,0.15716608,0.46003687,0.2960167,0.08678033
2027f2dfd,0.27227816,0.27202064,0.18397377,0.2717274
ea4fe7ae2,0.14882141,0.27336776,0.18238205,0.3954288
b3543dda3,0.13653952,0.49046502,0.24732533,0.12567012
9e2a19b16,0.1954248,0.3497437,0.1155358,0.3392957
0a14ac037,0.11297833,0.20298302,0.1282177,0.55582094
f4cf82def,0.41081217,0.2729273,0.104864724,0.2113958
4ad400ba0,0.084622756,0.3214567,0.3239323,0.26998824
752b2d9c5,0.13586083,0.20940642,0.18895808,0.46577466
73b5c37dd,0.16008891,0.24678312,0.18033059,0.41279736
cd81fa60a,0.18160208,0.30273536,0.16437764,0.35128495
c362cc3cd,0.17290781,0.27976957,0.18244478,0.36487785
270461683,0.15620676,0.33717173,0.24336016,0.26326135
a6bc8d1a6,0.22540674,0.25071558,0.22752129,0.2963564
94d65e361,0.17928554,0.19007187,0.20296201,0.42768058
28e14ee81,0.17865817,0.25713235,0.20553662,0.35867286
e4e128c70,0.31061608,0.38017714,0.15792207,0.1512847
7b25498d6,0.21417148,0.22294302,0.18850124,0.37438425
9296c9064,0.107570015,0.2969865,0.33730066,0.25814283
b129e668c,0.1850876,0.3347747,0.34514257,0.1349951
9ee7776db,0.18375257,0.42736274,0.13794345,0.25094128
c0a4d02cc,0.18392925,0.2602305,0.12924105,0.4265992
4040a04bb,0.23056626,0.25805745,0.21847472,0.29290158
0fb548aac,0.21405813,0.2832981,0.15797962,0.34466416
3697f94e1,0.22601017,0.37857163,0.21157965,0.18383855
b586e1ea4,0.108007655,0.15941907,0.26085258,0.47172073
00a1f270a,0.124946006,0.29544997,0.18880582,0.3907982
3eaa698d3,0.29201332,0.31062412,0.16045024,0.23691231
f86c83084,0.20862253,0.29459193,0.16307554,0.33371
1c9a90078,0.20347852,0.33963642,0.16886064,0.28802443
9fab4e65f,0.24588579,0.3162675,0.28364843,0.1541983
e128e9022,0.17715557,0.47965008,0.1119203,0.23127405
b43155295,0.21473421,0.23178472,0.16891153,0.38456953
6c1fa0fdb,0.17198226,0.17602968,0.17269067,0.4792974
71eac2c5e,0.14360487,0.23488842,0.07663815,0.5448686
6b3614a92,0.284431,0.296405,0.3373203,0.08184371
b24b7d23e,0.17363821,0.2924027,0.14099741,0.39296165
45afc38e4,0.20412397,0.15439537,0.17987806,0.4616026
886debfe8,0.114670746,0.23883684,0.18939388,0.45709854
511b4a044,0.121733,0.2439768,0.34854355,0.28574666
